,Culture,Count
247,"Arabian, Medina",1
244,Apsaalooké (Crow),1
243,Apo or Kenyah or Kayan peoples,1
242,"Apache, Native American",1
241,Apache,1
201,"Amsterdam : Jacob von Meursen, 1681",1
198,American?,1
197,"American; lock, French",1
156,"American, Long Island",1
166,"American, New Haven, Connecticut, and New York",1
165,"American, New Haven, Connecticut and New York",1
163,"American, New Berlin, Union County, Pennsylvania",1
162,"American, New Bedford, Massachusetts",1
159,"American, Medway, Massachusetts",1
158,"American, Mechanic Falls, Maine and New York",1
157,"American, Massachusetts, Attleboro",1
153,"American, Hinsdale, New Hampshire",1
169,"American, Newark",1
152,"American, Heidlersburg, Tyrone Township, Adams County, Pennsylvania",1
149,"American, Griswoldville, Georgia",1
148,"American, Grand Rapids, Michigan",1
147,"American, Gilbert, Northampton County (now Monroe County), Pennsylvania",1
146,"American, French or European",1
145,"American, Franklin Township, Adams County, Pennsylvania",1
144,"American, Fort Ticonderoga, New York",1
168,"American, New York (?)",1
170,"American, Norwich, Connecticut",1
196,"American, probably Chicago, Illinois",1
185,"American, United States (New York ?)",1
195,"American, probably Baltimore",1
192,"American, made in India",1
191,"American, after French original",1
190,"American, York County, Pennsylvania",1
189,"American, Wrentham, Massachusetts",1
188,"American, Whitneyville, Connecticut",1
187,"American, Walpole, Massachusetts",1
183,"American, Tenderfoot Hill, Alaska",1
171,"American, Orwigsburg, Schuylkill County, Pennsylvania",1
181,"American, Springfield, Massachusetts",1
180,"American, Shrewsbury, Massachusetts",1
178,"American, Salem, Ohio",1
177,"American, Russian",1
175,"American, Pennsylvania, York County",1
174,"American, Pennsylvania, Easton Township, Northampton County",1
173,"American, Pennsylvania",1
564,"Bohemian, possibly Chomutov (now Czech Republic)",1
565,"Bohemian, probably Joachimsthal (Jáchymov)",1
572,Bondoukou Region,1
1042,Catalan or Italian,1
997,Calusa (?),1
995,"Calima, Malagana",1
991,California,1
989,Caldas (?),1
988,Cajamarca,1
986,B’Laan people,1
985,"Byzantine, Crimea",1
983,Byzantine or early Russian (?),1
981,Byzantine or Italian,1
980,Byzantine or Germanic,1
978,Byzantine or Avar (?),1
977,Byzantine (ivory); Spanish (setting),1
976,"Byzantine (cup) and French, Paris (stem, base, and mounts)",1
975,Byzantine (carving),1
972,Bwa peoples (?),1
970,Bwa people,1
967,Bwa or Nuna,1
999,Cambodia (?),1
1000,Cambodia (Semrung Sen?),1
1001,Cambodia (probably Phnom Penh),1
1028,Caroline Islands (?),1
1040,Catalan (?),1
1035,Carpatho-Ruthenian,1
1034,Carolingian or Ottonian,1
1033,Carolingian (?),1
1031,"Caroline Islands, Satawan",1
1030,"Caroline Islands, Pohnpei",1
1029,"Caroline Islands, Nukuoro",1
1020,Capuli,1
1002,Cambodia or Laos,1
1018,Cape Verdean,1
1013,Canaanite (?),1
1011,"Campidonae: Rudolphum Dreherr, 1673",1
1010,Campanian or South Italian Greek,1
1007,Cambodian (Khmer people),1
1005,"Cambodia, possibly",1
1004,Cambodia or Vietnam,1
966,Bwa or Bobo or Gurunsi or Lobi ,1
964,"Burmese, Karen",1
963,Burmese or Siamese,1
914,"British, probably Liverpool",1
925,"British, probably Vauxhall",1
924,"British, probably Stafforshire or Sunderland",1
923,"British, probably Staffordshire",1
921,"British, probably Nottingham",1
920,"British, probably Newcastle glass with Dutch engraving",1
917,"British, probably Manchester",1
916,"British, probably London; spout, Sheffield",1
913,"British, probably Hunslow",1
927,"British, probably West Country",1
912,"British, probably Greenwich or London",1
909,"British, probably Birmingham, Warwickshire",1
907,"British, probably Bilston",1
906,"British, probably Beccles, Norfolk",1
903,"British, possibly Worcester or Bow, London",1
902,"British, possibly Worcester",1
901,"British, possibly Taunton",1
926,"British, probably Vauxhall, London",1
928,"British, provincial",1
962,Burmese chessmen with British board,1
943,Bulgarian or Russian,1
958,Burma (Loimi Akha),1
956,Burma (Kachin),1
952,Burkina Faso or Ghana,1
950,Burgundian (?),1
947,Bungain people,1
946,"Bundi, Rajasthan, India",1
944,Bum,1
940,Bukhara,1
929,"British, provincial (Ilchester) or Welsh",1
939,Buganda or Soga peoples?,1
938,Brulé Sioux,1
936,Brong,1
935,British?,1
934,"British; blade, Spanish, Toledo",1
933,"British; blade, Chinese, Beijing",1
932,"British. St. John's, Margate, Kent",1
1041,Catalan or Central Italian,1
1044,"Caucasian, Cossack",1
897,"British, possibly Longport",1
1045,"Caucasian, Kubachi, Dagestan",1
1137,"China (Guangzhou), for the European or American market",1
1136,"China (Dunhuang area, Gansu Province)",1
1134,China (Danzai people),1
1133,China (Akha),1
1126,Chimu,1
1125,Chilean,1
1124,Chile,1
1123,Chibchas or Muyscas,1
1122,Cheyenne or Arapaho (?),1
1120,Cherokee,1
1119,"Chemehuevi, Native American",1
1114,Chambri Lakes,1
1113,Chamba peoples,1
1109,Central or northeastern Thailand,1
1108,Central or Western French,1
1107,Central or Western Europe,1
1105,Central or Northern Highlands region,1
1138,China (Han),1
1139,"China (Henan Province, possibly Anyang)",1
1140,China (Henan province),1
1160,"China for Parsi market, Bombay",1
1172,"China, Xinjiang, Pialma (75 km west of Khotan)",1
1171,"China, Xinjiang Uyghur Autonomous Region",1
1168,China or Tibet,1
1167,China or Southeast Asia,1
1164,China or Central Asia,1
1163,China for export or European,1
1162,China for export,1
1159,China for British or Persian market (?),1
1142,China (Lamaist),1
1157,China (for Japanese market),1
1156,China (Yi),1
1155,China (Yao),1
1153,"China (Xinjiang Autonomous Region, Turfan area)",1
1150,China (Southern Xiangtangshan),1
1149,"China (Northern Xiangtangshan, North Cave)",1
1143,China (Miao peoples),1
1104,"Central or Eastern European, possibly Vienna",1
1100,Central Sumatran,1
1099,Central Spanish,1
1055,Celtic (?),1
1065,Central American Isthmus,1
1064,Central African?,1
1063,Central African Republic,1
1061,Central Africa?,1
1060,Cenderawasih Bay region,1
1059,Cenderawasih Bay (Ursus),1
1057,Celto-Iberian,1
1053,Cavernas,1
1068,Central Asia or Eastern Iran,1
1052,"Caucasian; locks and barrels, European",1
1051,"Caucasian, probably Tbilisi, Georgia or Dagestan",1
1050,"Caucasian, probably Tbilisi, Georgia",1
1049,"Caucasian, possibly northern Dagestan",1
1048,"Caucasian, possibly Kubachi, Dagestan",1
1047,"Caucasian, possibly Georgia or Circassia",1
1046,"Caucasian, Tbilisi, Georgia, or Dagestan",1
1067,Central Asia or Dadu,1
1069,"Central Asia, Sogdia",1
1097,Central Queensland (?),1
1082,"Central European, possibly southern Germany",1
1096,Central Queensland,1
1095,Central Province or Massim people,1
1094,"Central Plains, probably Lakota/Teton Sioux, Native American",1
1092,"Central New Ireland, Mandak-Barak region",1
1085,Central European; possibly Southern German or Austrian,1
1084,Central European; German or Austrian,1
1083,"Central European, probably German",1
1081,"Central European, possibly Germany",1
1071,"Central Asian or Russian, Blue Horde",1
1080,"Central European, possibly German",1
1079,"Central European, possibly Austria",1
1077,Central Coast (?),1
1075,Central Caribbean or Greater Chiriquí,1
1074,Central Caribbean Region,1
1073,Central Cambodia,1
1072,"Central Asian, Sicilian, or North African",1
898,"British, possibly Nailsea",1
895,"British, possibly Lincoln or Welsh",1
573,Bongo,1
726,"British, Devon, Honiton",1
685,"British, Birmingham, after Russian, St. Petersburg original",1
682,"British, Birmingham, after Polish original",1
680,"British, Birmingham, after Italian, Venice original",1
677,"British, Birmingham, after German, possibly Augsburg original",1
675,"British, Birmingham, after German, Hamburg original",1
674,"British, Birmingham, after German, Danzig original",1
671,"British, Birmingham, after German or Russian original",1
668,"British, Birmingham, after Dutch, Middelburg original",1
666,"British, Birmingham, after Dutch, Haarlem original",1
665,"British, Birmingham, after Dutch, Delft original",1
658,"British, Birmingham, Staffordshire",1
656,"British, Birmingham and London",1
654,"British, Birmingham after a Northern European original",1
652,"British, Birkenhead, Merseyside",1
648,"British, Bedford",1
646,"British, Barnstaple",1
645,"British, Axminster or Moorfields",1
687,"British, Birmingham, after Swedish original",1
688,"British, Birmingham, after Swiss original",1
689,"British, Birmingham, after possibly Danish original",1
704,"British, Castleford",1
722,"British, Cutcombe, Somerset",1
720,"British, Crayford, Kent",1
719,"British, Coventry",1
718,"British, Copeland, Staffordshire",1
716,"British, Coggeshall, Essex",1
715,"British, Coggeshall",1
709,"British, Chinnor, Northamptonshire",1
703,"British, Canterbury",1
690,"British, Birmingham, after possibly German original",1
700,"British, Bromley Hall, Middlesex",1
699,"British, Bristol-Worcester",1
698,"British, Bristol or possibly Dutch",1
695,"British, Braintree, Essex",1
693,"British, Bliston, South Staffordshire",1
692,"British, Birmingham, for the Indian export market",1
691,"British, Birmingham, and Spanish",1
644,"British, Ashburnham, Sussex",1
643,British with Japanese decoration,1
642,British or Spanish,1
585,"Bornean, Kayan",1
597,Bozo,1
596,Boyo peoples,1
595,Bougainville or Nissan Island,1
592,"Boston: J. R. Osgood, 1885–1903",1
590,Bosmun (Bosngun) people (?),1
588,Borneo (Sarawak),1
586,"Bornean, scabbard Javanese",1
583,Bornean or Chinese,1
600,Brabant (Diest or Leuven?),1
581,Bornean (Saudakan),1
580,Bornean (Sarawak),1
579,Bornean (Kenyah people),1
578,Bornean (Kayan tribe),1
577,Bornean (Iban),1
575,Boni peoples,1
574,Bongu (?),1
599,Bozo peoples (?),1
604,Brazilian (Amazon peoples),1
641,British or South Netherlandish,1
621,British box with Italian plaques,1
639,British or Scandinavian,1
637,British or Netherlandish,1
632,British or French (?),1
629,British or European (?),1
627,British or Czech,1
624,British mounts with British or Dutch glassware,1
622,British mount and Korean ceramic,1
620,British and possibly Sumatran,1
605,Brazilian or Portuguese,1
619,British and Scottish,1
616,British (copy of German original),1
615,British (casket) and Italian (cameos),1
613,British (London),1
612,British (Doll) and American (Box),1
607,"Brescia: [s.n.], 1760",1
606,Breri or Igana people,1
725,"British, Devon, Axminster",1
728,"British, Driffield",1
893,"British, possibly Hull",1
733,"British, Etruria, Staffordshire and Leeds",1
848,"British, Sunderland, Yorkshire",1
845,"British, Stoke-upon-Trent",1
842,"British, Staffordshire or Welsh",1
841,"British, Staffordshire case and French, Paris scissors",1
840,"British, Staffordshire (?)",1
836,"British, South Staffordshire with London enamel",1
832,"British, Shepley Hall, Lancashire",1
831,"British, Shelton",1
829,"British, Royal Worcester",1
827,"British, Richmond, Yorkshire",1
826,"British, Ramsbottom, Lancashire",1
823,"British, Pontrefact",1
822,"British, Plymouth",1
820,"British, Petersfield",1
817,"British, Nottingham (Derbyshire)",1
813,"British, North Devonshire",1
811,"British, Newcastle or Dutch, Dordrecht",1
850,"British, Sussex",1
854,"British, Torquay",1
855,"British, Tunstall, Staffordshire",1
878,"British, after Italian, Bologna original",1
892,"British, possibly Chelsea",1
891,"British, possibly Burslem, Staffordshire",1
888,"British, possibly Birmingham",1
887,"British, possibly Barcheston or Bordesley",1
885,"British, after probably Spanish original",1
882,"British, after Polish original",1
880,"British, after Italian, Perugia original",1
874,"British, after German, possibly Augsburg original",1
857,"British, Warrington",1
869,"British, after French, Paris original",1
867,"British, after Dutch, Bolsward original",1
866,"British, after Dutch, Amsterdam or Haarlem original",1
865,"British, after Danish original",1
861,"British, Worchester",1
860,"British, Worcestershire with French, Paris (Gobelins) tapestry",1
859,"British, Worcester or Caughley",1
810,"British, Newcastle glass with Dutch, Amsterdam engraving",1
807,"British, New Hall, Staffordshire",1
806,"British, Nailsea or Bristol",1
749,"British, Lambeth or Bristol",1
765,"British, London and York",1
764,"British, London and German, Nuremberg",1
763,"British, London (Battersea?)",1
758,"British, Lewes",1
757,"British, Leek",1
754,"British, Lane Delph, Staffordshire",1
751,"British, Lambeth or Southwark",1
747,"British, Hull",1
768,"British, London or Birmingham",1
745,"British, Haseley, Warwickshire",1
743,"British, Hanley",1
740,"British, Greengates, Tunstall, Staffordshire",1
739,"British, Glasgow",1
738,"British, Fulham",1
737,"British, Fletching, Sussex",1
735,"British, Exmouth, Devonshire",1
767,"British, London movement with French case",1
769,"British, London or Chester",1
804,"British, Mortlake",1
788,"British, London, after Spanish, Burgos original",1
803,"British, Middlesbrough",1
801,"British, Merton Abbey or Hammersmith",1
794,"British, Longport, Staffordshire",1
792,"British, London; buff coat, European",1
791,"British, London; blade, probably French, Paris",1
790,"British, London, made for Turkish market",1
789,"British, London, made for Chinese market",1
787,"British, London, after Spanish original",1
770,"British, London or Greenwich",1
781,"British, London, after German original",1
779,"British, London, after Dutch, Amsterdam or Utrecht original",1
778,"British, London, after Dutch original",1
775,"British, London, Spitalfields or Dutch, Amsterdam",1
773,"British, London, Finsbury",1
772,"British, London with Swiss, Geneva case",1
771,"British, London with French, Chantilly case",1
2432,"German, Künzelzau",1
2435,"German, Landshut or Augsburg",1
2436,"German, Landshut; greaves and sabatons, German, Augsburg (?)",1
3925,"Italian, Venice (Murano) or façon de Venise possibly Dutch",1
3953,"Italian, Verona (?)",1
3951,"Italian, Veniec",1
3950,"Italian, Venice; helmet, probably French",1
3949,"Italian, Venice, Murano or Near Eastern",1
3947,"Italian, Venice(?)",1
3946,"Italian, Venice or Urbino",1
3944,"Italian, Venice or Spanish",1
3943,"Italian, Venice or Russian",1
3942,"Italian, Venice or Padua (?)",1
3940,"Italian, Venice or Naples",1
3939,"Italian, Venice or Lombardy",1
3934,"Italian, Venice or Façon de Venise",1
3933,"Italian, Venice or Dutch",1
3932,"Italian, Venice or Duchy of Urbino (possibly Pesaro)",1
3929,"Italian, Venice or Asia Minor",1
3928,"Italian, Venice or Anatolian",1
3927,"Italian, Venice and French, Orlêans",1
3955,"Italian, Vicenza crystal with European stand",1
3956,"Italian, Vinovo",1
3957,"Italian, decorated in Balkans",1
3970,"Italian, possibly Castelli",1
3982,"Italian, possibly Montelupo",1
3980,"Italian, possibly Messina",1
3979,"Italian, possibly Lucca",1
3978,"Italian, possibly Liguria",1
3973,"Italian, possibly Faenza",1
3972,"Italian, possibly Emilia",1
3971,"Italian, possibly Deruta",1
3966,"Italian, perhaps Urbino with Urbino or Gubbio luster",1
3958,"Italian, decorated in Turkey",1
3965,"Italian, perhaps Trapani",1
3964,"Italian, perhaps Siena",1
3963,"Italian, perhaps Naples or environs",1
3962,"Italian, perhaps Emilia-Romagna (possibly Faenza) or the Marche",1
3961,"Italian, or possibly French",1
3960,"Italian, modelled Paris",1
3959,"Italian, executed in England (London)",1
3926,"Italian, Venice and Austrian, South Tyrol",1
3924,"Italian, Venice (Murano) or Spanish",1
3568,Indonesian (Sumatran),1
3923,"Italian, Venice (Murano) or Spain or Austrian",1
3890,"Italian, Umbria or Spanish",1
3889,"Italian, Umbria and American (United States)",1
3888,"Italian, Umbria (Tuscany)",1
3886,"Italian, Tuscany, possibly Siena",1
3884,"Italian, Tuscany, Cafaggiolo or Montelupo",1
3883,"Italian, Tuscany and Florence",1
3882,"Italian, Tuscany (probably Montelupo)",1
3881,"Italian, Tuscany (Florence?)",1
3879,"Italian, Tuscan(?)",1
3877,"Italian, Turin or Le Nove",1
3875,"Italian, Squillache",1
3874,"Italian, Spanish, or Turkish; German",1
3873,"Italian, Spanish, or German",1
3872,"Italian, Spanish or Turkish, German",1
3870,"Italian, Sorrento",1
3868,"Italian, Sicily, possibly Palermo",1
3866,"Italian, Sicily or Spanish",1
3891,"Italian, Umbria, probably Deruta",1
3892,"Italian, Urbania",1
3895,"Italian, Urbino or Castel Durante",1
3910,"Italian, Veneto or Marches",1
3922,"Italian, Venice (Murano) or Southern Netherlandish",1
3920,"Italian, Venice (Murano) or Iranian, Qom",1
3918,"Italian, Venice (Murano) or Dutch",1
3917,"Italian, Venice (Murano) or Bohemian",1
3916,"Italian, Venice (Murano) glass with German, Dresden lampwork",1
3915,"Italian, Venice (Murano) and German",1
3914,"Italian, Venice (Murano) and Austria",1
3909,"Italian, Veneto (Verona?)",1
3896,"Italian, Urbino or French, Nevers",1
3908,"Italian, Veneto (Venice?)",1
3905,"Italian, Varallo",1
3903,"Italian, Val Setis",1
3902,"Italian, Val Sabbia",1
3901,"Italian, Urbino with Urbino or Gubbio luster",1
3900,"Italian, Urbino with Gubbio or Urbino luster",1
3897,"Italian, Urbino or Pesaro and Gubbio",1
3984,"Italian, possibly Naples or Sicily",1
3985,"Italian, possibly Padua",1
3988,"Italian, possibly Ravenna",1
3991,"Italian, possibly Savoy",1
4107,Japanese (possibly Uzan),1
4106,Japanese (possibly Korean),1
4105,Japanese (possibly Ainu),1
4102,Japan/United States,1
4101,"Japan, Imbe",1
4100,Japan or Netherlands,1
4099,Japan or Europe,1
4097,Japan or Central Asia,1
4096,Japan for the western market,1
4093,"Japan (Ryūkyū Islands, now Okinawa Prefecture)",1
4091,"Japan (Okinawa, Ryūkyū Islands)",1
4090,Japan (Kyoto),1
4089,Japan (Ehime),1
4087,Japan (?),1
4085,"James Bay Cree, Native American",1
4084,James Bay Cree,1
4083,Jambi people,1
4108,Japanese and European,1
4109,Japanese or Chinese?,1
4110,Japanese or Korean,1
4126,"Japanese, for export market",1
4136,Javanese (Timorese),1
4135,Javanese (?),1
4133,Japanf,1
4132,Japanese/Chinese,1
4130,"Japanese, possibly Dejima, for the Western market",1
4129,"Japanese, for the export market",1
4128,"Japanese, for the Western Market",1
4122,"Japanese, Yokohama or Tokyo, for European market",1
4111,Japanese with Dutch decoration,1
4121,"Japanese, Toyohara, Echizen province",1
4120,"Japanese, Tokyo",1
4118,"Japanese, Kyoto",1
4117,"Japanese, Kashu",1
4116,"Japanese, Higo",1
4115,"Japanese, Arita",1
4112,Japanese with European decoration,1
4082,"Jamaican, Port Royal",1
4080,Jamaica,1
4078,Jalisco (?),1
4011,"Italian, probably Faenza (or Palermo)",1
4032,"Italian, probably Tuscany (?)",1
4024,"Italian, probably Nove",1
4022,"Italian, probably Naples or Naples district",1
4019,"Italian, probably Montelupo",1
4017,"Italian, probably Mantua",1
4016,"Italian, probably Lombardy",1
4012,"Italian, probably Ferrara",1
4008,"Italian, probably Castelli",1
4036,"Italian, probably Urbino and Gubbio",1
4005,"Italian, probably Brescian",1
4004,"Italian, probably Brescia; front collar lames, German, Augsburg",1
4000,"Italian, possibly Verona and Venice",1
3996,"Italian, possibly Urbino with Gubbio luster",1
3995,"Italian, possibly Urbino",1
3994,"Italian, possibly Tuscany",1
3993,"Italian, possibly Turin",1
4033,"Italian, probably Tuscany or Umbria",1
4037,"Italian, probably Urbino with Gubbio or Urbino luster",1
4076,"Jaipur, Rajasthan, India",1
4054,"Italic, Italo-Corinthian",1
4074,Izi peoples,1
4069,"Italo-Spanish, Naples",1
4066,Itallic,1
4065,"Italiote, South Italian",1
4064,"Italic-Native, South Italian (Tarentine)",1
4060,"Italic, possibly Daunian",1
4055,"Italic, Picene",1
4047,"Italian; blade, Spanish",1
4038,"Italian, probably Venetian",1
4046,"Italian; blade, German, Solingen",1
4045,Italian-American,1
4044,"Italian,Venice",1
4043,"Italian, working in France and United States",1
4042,"Italian, probably or French (?)",1
4041,"Italian, probably Verona",1
4040,"Italian, probably Venice or environs",1
3864,"Italian, Sicily (?)",1
3862,"Italian, Savoy or French, Savoy",1
3859,"Italian, San Quirico",1
3709,"Italian or German, Königsberg",1
3678,Italian (probably Naples),1
3677,Italian (possibly),1
3675,Italian (or Spanish?),1
3674,"Italian (Venice), or façon de Venise",1
3673,"Italian (Venice) or façon de Venise, probably south Lowlands",1
3672,"Italian (Venice) or façon de Venise, northern European",1
3671,Italian (Venice) or façon de Venise,1
3669,Italian (Veneto: Burano),1
3667,Italian (Veneto or Venetian) style,1
3666,Italian (Umbria) (Perugia),1
3665,Italian (Tyrolese or North Italian),1
3663,"Italian (Tuscany, Florence or Siena)",1
3662,Italian (Tuscany or Rome?),1
3661,Italian (Siena or Rome?),1
3660,Italian (Sicily) (Ragusa),1
3657,Italian (Roman),1
1,"""Peking"" work",1
3679,Italian (probably Urbino),1
3681,Italian (supposedly Faenza or Florence),1
3682,Italian (vessel);  Austrian (mounts),1
3692,Italian or Asia Minor,1
3705,"Italian or Flemish, Brussels",1
3702,Italian or Dalmatian,1
3701,Italian or Czech,1
3700,Italian or Corsican,1
3699,Italian or Chinese?,1
3698,Italian or Central European,1
3697,Italian or Catalan,1
3691,Italian or American (United States),1
3683,"Italian (wax), probably Southern German (case)",1
3690,Italian or American,1
3689,Italian and German (?),1
3688,Italian and German,1
3687,Italian and French,1
3686,Italian and Flemish,1
3685,Italian and American,1
3684,Italian and  American,1
3655,Italian (Ragusa) (Sicily),1
3652,Italian (Northern?),1
3651,Italian (Naples),1
3589,"Inner Mongolian, probably Baotou",1
3604,"Iranian (Persian), Turkey",1
3602,Iranian (Persia),1
3599,"Iran
",1
3595,International or Initial Style (?),1
3593,International or Initial,1
3591,"Innu/Naskapi, Native American",1
3590,"Innu/ Naskapi, Native American",1
3587,Inland Niger Delta Region,1
3607,"Iranian, Lorestan",1
3584,Ingura people,1
3581,"Indonesian, Wetar, Pulau",1
3580,"Indonesian, Sumbawa Island",1
3578,"Indonesian, Sulawesi, possibly Phillipine",1
3577,"Indonesian, Sulawesi Selatan",1
3575,"Indonesian, Sulawesi (possibly Phillipine)",1
3573,"Indonesian, Sulaweis Utara (North Celebes)",1
3605,Iranian or Indian,1
3609,"Iraq or Iran, Persian Gulf",1
3650,Italian (Milan or Brescia),1
3634,Island of Rhodes,1
3649,"Italian (Manifattura di Signa, Florence?)",1
3648,Italian (Florence),1
3645,Italian (Ancient Rome),1
3644,Italian (Ancient Roman?),1
3642,Italian (?) or possibly United States (New York?),1
3636,Isneg people,1
3635,Isneg,1
3632,Islamic and German,1
3610,Iraqi or Iranian,1
3631,Islamic and British or French,1
3625,Irish?,1
3624,"Irish, probably Dublin",1
3623,"Irish, probably Belfast",1
3622,"Irish, Youghal or Italian",1
3620,"Irish, Waterford",1
3613,"Irish, Belfast",1
3707,Italian or French (?),1
3711,"Italian or Greek, Rhodes",1
3858,"Italian, Rome or Florence (?)",1
3713,Italian or Moroccan,1
3814,"Italian, Milan and German (Aachen) or French (Paris)",1
3813,"Italian, Milan and Brescia",1
3809,"Italian, Mantua or Milan",1
3807,"Italian, MIlan(?)",1
3806,"Italian, MIlan",1
3804,"Italian, Lombardy, probably Pavia",1
3802,"Italian, Lombardy, Milan or Ferrara",1
3801,"Italian, Lombardy(?)",1
3800,"Italian, Lombardy or possibly the Veneto",1
3799,"Italian, Lombardy or Venice",1
3796,"Italian, Lombard",1
3793,"Italian, Le Nove",1
3791,"Italian, Greek or Spanish",1
3790,"Italian, German, French, and American",1
3789,"Italian, German, Dutch, Spanish",1
3788,"Italian, Genoa?",1
3786,"Italian, French, American",1
3816,"Italian, Milan or Flemish",1
3817,"Italian, Milan or French",1
3818,"Italian, Milan or German",1
3843,"Italian, Piedmont, possibly Turin",1
3854,"Italian, Roman",1
3852,"Italian, Rimini",1
3850,"Italian, Reggio",1
3848,"Italian, Ravenna",1
3847,"Italian, Probably Padua",1
3846,"Italian, Pistoia",1
3845,"Italian, Pisan",1
3837,"Italian, Palermo, Sicily",1
3820,"Italian, Milan with probably French, Paris mounts",1
3834,"Italian, Padua or Trent",1
3831,"Italian, Old Sicily",1
3829,"Italian, Northern Italian or Venice",1
3828,"Italian, Neapolitan",1
3823,"Italian, Modena or Venice (?)",1
3822,"Italian, Milan; or Spanish, Eugui",1
3821,"Italian, Milan; blade, German, Solingen",1
3785,"Italian, Fobello",1
3784,"Italian, Florentine",1
3783,"Italian, Florence(?)",1
3727,Italian or possibly Southern German,1
3740,"Italian, Bassano",1
3738,"Italian, Ancona",1
3737,"Italian, American (United States)",1
3736,"Italian, Adriatic",1
3735,"Italian, Abruzzo",1
3730,"Italian, (Bologna?)",1
3729,Italian(?),1
3725,Italian or United States (?),1
3743,"Italian, Bolognese",1
3722,Italian or Spanish; German,1
3720,Italian or Southern German,1
3718,Italian or Portuguese,1
3717,Italian or Persian,1
3716,Italian or Northern Europe (?),1
3715,Italian or Netherlandish,1
3714,Italian or Near Eastern,1
3742,"Italian, Bologna (?)",1
3747,"Italian, Cafaggiolo",1
3781,"Italian, Florence or environs (probably Montelupo)",1
3766,"Italian, Emilia (?)",1
3778,"Italian, Florence or Padua",1
3777,"Italian, Florence or Lucca",1
3776,"Italian, Florence and Austrian, Vienna",1
3775,"Italian, Florence (with restorations)",1
3771,"Italian, Faenza or Naples",1
3770,"Italian, Faenza or Florence",1
3768,"Italian, Este",1
3764,"Italian, Duchy of Urbino (probably Urbino)",1
3748,"Italian, Caffaggiolo",1
3763,"Italian, Duchy of Urbino (Pesaro or Castel Durante)",1
3761,"Italian, Deruta, or French",1
3760,"Italian, Deruta or Siena",1
3759,"Italian, Deruta or Gubbio",1
3753,"Italian, Castel Durante and Gubbio",1
3750,"Italian, Campello",1
3749,"Italian, Caffaggiolo or Gubbio",1
4138,Javanese or Sumatran (Banten Sultanate),1
4141,"Javanese, blade and grip, Cirebon",1
4142,"Javanese, grip possibly Thailand or Sumatera Utara",1
4574,Mexican or Argentinian,1
4540,Mayumba,1
4539,Mayo people,1
4537,Maya-Cocal,1
4536,Maya (Mexico or Guatemala),1
4532,Mau peoples,1
4531,Mau,1
4530,Matankol (?),1
4526,Massim,1
4525,Masango,1
4520,Marka-Dafing peoples,1
4519,Maring people,1
4518,Marind Anim,1
4517,March 1919 (Dance Issue); copy 2 of no. 3,1
4516,"Maravi peoples, Manganja or Chewa group",1
4515,Marajo,1
4513,Maori; Aotearoa New Zealand,1
4511,"Maori people, Kaitaka",1
4541,Mbala,1
4542,Mbala peoples,1
4543,Mbembe,1
4562,Merovingian or Carolingian,1
4571,Mexican (Olinalá),1
4570,Mexican (Oaxaca),1
4569,Mexican (Guanajuato),1
4568,Mexican (Campeche),1
4567,Mexican (?),1
4564,Mesquakie,1
4563,Mesopotamian or Iranian,1
4559,"Mentawi, Mentawai Islands",1
4544,Mbembe peoples,1
4558,Mensuat region (?),1
4557,Mendi region,1
4555,Mende or Vai peoples,1
4554,Mende or Temne peoples,1
4553,Mende or Sherbro peoples,1
4550,Melanesia (New Guinea),1
4547,Mbunda peoples,1
4508,Maohi people,1
4505,Manteño Huancavilca,1
4503,Mano peoples (?),1
4455,Malaysian (poss. Sarawak/Kanawit),1
4464,Malinke peoples,1
4463,Malinke or Bamana peoples,1
4461,Malian,1
4460,Mali or Ghana; Fulani (?),1
4458,"Malaysian, Sarawak",1
4457,"Malaysian, Kampung Payang and Sumatran, Aceh",1
4456,"Malaysian, Johor",1
4454,Malaysian (Semang?),1
4473,"Mambila peoples, Bitui group",1
4453,"Malaysian (Kanowit, Sarawak)",1
4450,"Malayan, possibly Bornean, Dyak",1
4449,"Malayan, Sumbawa Island",1
4448,"Malayan, Nias",1
4447,Malayan with Turkish mountings,1
4446,Malayan (scabbard possibly Sumatran),1
4445,Malayan (possibly Sulawesi),1
4472,"Mambila peoples, Bang group",1
4474,"Mambila peoples, Daroum group",1
4501,Mangbetu/Zandu people,1
4488,Mamluk,1
4499,Mangbetu people,1
4497,Mangbetu,1
4495,"Mandinka people, Senegambia",1
4494,Mandinka,1
4492,Mande,1
4491,"Mandaya, Moro (?) people",1
4489,"Mamluk, possibly Egypt",1
4486,"Mambila peoples, Saa group",1
4477,"Mambila peoples, Lus group",1
4485,"Mambila peoples, Nwa group",1
4484,"Mambila peoples, Ntong or Kaka group",1
4483,"Mambila peoples, Mfumte or Kaka group",1
4482,"Mambila peoples, Mfumte group",1
4481,"Mambila peoples, Mburi group",1
4480,"Mambila peoples, Mbem or Kaka group",1
4479,"Mambila peoples, Mbem group (?)",1
4573,Mexican (Zapotec peoples),1
4575,"Mexican or Spanish, Catalonia",1
4436,"Makah or Nuu-chah-nulth, Native American",1
4577,"Mexican, Oaxaca",1
4677,"Mossi, Nakomse group",1
4675,Mossi people,1
4674,Mossi or Guronsi People,1
4673,Mosquito (Miskito),1
4672,Mosquito,1
4671,Mosan or Rhenish,1
